,id,place,speedrun_link,submitted_date,primary_time_seconds,real_time_seconds,player_id,player_name,player_country,platform,verified
89,y4qkro2m,89,https://www.speedrun.com/sm64/run/y4qkro2m,2022-06-19T02:13:37Z,473.0,473.0,zx7gkrx7,alaris,United States,N64,No
90,meo33x9z,91,https://www.speedrun.com/sm64/run/meo33x9z,2020-06-07T22:19:14Z,474.0,474.0,qjo5lrl8,SaltAndGinger,Jersey,N64,Yes
91,yolqe7jy,91,https://www.speedrun.com/sm64/run/yolqe7jy,2023-03-14T22:22:02Z,474.0,474.0,8r7wykdj,quarters,,N64,Yes
92,ywj6lj2z,93,https://www.speedrun.com/sm64/run/ywj6lj2z,2022-01-27T05:50:52Z,475.0,475.0,xk41ok7j,Cosmalano,,N64,Yes
93,znpn3rvm,93,https://www.speedrun.com/sm64/run/znpn3rvm,2022-07-22T19:13:51Z,475.0,475.0,jo2l6w78,PabloDiazViolin,Spain,N64,Yes
94,yvpnpjey,93,https://www.speedrun.com/sm64/run/yvpnpjey,2023-08-01T03:01:53Z,475.0,475.0,81qn9n5j,turtlehippo,Canada,N64,Yes
95,meelov9m,96,https://www.speedrun.com/sm64/run/meelov9m,2023-02-16T16:24:07Z,476.0,476.0,qjo0ge7j,millacks,Ireland,VC,Yes
96,y62xewpz,97,https://www.speedrun.com/sm64/run/y62xewpz,2023-07-03T18:32:12Z,477.0,477.0,8q3g5goj,TaylorSwiftSimp,United States,N64,Yes
97,y6l0l81y,98,https://www.speedrun.com/sm64/run/y6l0l81y,2019-09-29T06:00:54Z,478.0,478.0,5j5r396x,YUKING,Japan,N64,Yes
98,y60xgrqy,98,https://www.speedrun.com/sm64/run/y60xgrqy,2022-06-05T11:52:38Z,478.0,478.0,86vvqv0j,Dillarune,Indonesia,EMU,Yes
99,mrl1kq4m,98,https://www.speedrun.com/sm64/run/mrl1kq4m,2023-06-09T04:11:43Z,478.0,478.0,8rlr3pg8,siggyscorp,United States,N64,Yes
100,zx3ow55z,101,https://www.speedrun.com/sm64/run/zx3ow55z,2023-06-17T12:42:08Z,479.0,479.0,j9rd5koj,taquanrice,Japan,N64,Yes
101,mkqlj23m,102,https://www.speedrun.com/sm64/run/mkqlj23m,2023-09-11T12:03:38Z,480.0,480.0,j2wrvyoj,Tanishy,Japan,N64,Yes
102,z1pnxj9z,103,https://www.speedrun.com/sm64/run/z1pnxj9z,2022-06-27T12:36:08Z,481.0,481.0,8end5g78,SonicGordon6,United States,EMU,Yes
103,ywrxol3m,104,https://www.speedrun.com/sm64/run/ywrxol3m,2023-07-28T18:06:37Z,482.0,482.0,8lpl934j,PegiTheLoca,Germany,EMU,Yes
104,yddjw6wy,105,https://www.speedrun.com/sm64/run/yddjw6wy,2022-06-14T03:46:42Z,486.0,486.0,8rprrndj,N8rBeans,United States,N64,Yes
105,m70011ey,106,https://www.speedrun.com/sm64/run/m70011ey,2023-07-10T03:11:15Z,487.0,487.0,zxz67wn8,AJLane,United States,N64,Yes
106,emkx42vz,107,https://www.speedrun.com/sm64/run/emkx42vz,2017-01-09T02:26:07Z,488.0,488.0,5j52e9qj,GUTOA,Japan,N64,Yes
107,m3n30k4y,108,https://www.speedrun.com/sm64/run/m3n30k4y,2021-02-18T16:20:08Z,489.0,489.0,kjp07yy8,SilverCross,United States,N64,Yes
108,y4q03xkm,109,https://www.speedrun.com/sm64/run/y4q03xkm,2022-07-09T19:57:04Z,490.0,490.0,7j4q7emx,eleesuh,Germany,N64,Yes
109,meld000z,109,https://www.speedrun.com/sm64/run/meld000z,2023-08-17T10:16:49Z,490.0,490.0,e8ewrz78,ariapath,Australia,EMU,Yes
110,yjxv8ldz,111,https://www.speedrun.com/sm64/run/yjxv8ldz,2022-03-19T00:50:09Z,491.0,491.0,zxze4qex,caleb2112,United States,N64,Yes
111,2ywwxpy4,112,https://www.speedrun.com/sm64/run/2ywwxpy4,,492.0,492.0,v81kkerj,aKaFuKu,Japan,N64,Yes
112,z57p2onm,112,https://www.speedrun.com/sm64/run/z57p2onm,2019-11-17T22:48:45Z,492.0,492.0,7j47lplj,dumpdome64,United States,EMU,Yes
113,m7021qey,112,https://www.speedrun.com/sm64/run/m7021qey,2023-07-05T06:32:29Z,492.0,492.0,1xyqkgz8,Sanklo,Argentina,EMU,Yes
114,y6rdr5py,115,https://www.speedrun.com/sm64/run/y6rdr5py,2020-10-25T19:31:46Z,493.0,493.0,jmo4ewn8,Mathematix,United States,EMU,Yes
115,z0o2xloz,116,https://www.speedrun.com/sm64/run/z0o2xloz,2022-03-13T19:18:31Z,494.0,494.0,zx7gnyx7,Dwhatever,Germany,N64,Yes
116,yvredo4z,116,https://www.speedrun.com/sm64/run/yvredo4z,2022-07-17T20:14:00Z,494.0,494.0,y8dz54gj,maosfx,United States,N64,Yes
117,y88nlw1y,118,https://www.speedrun.com/sm64/run/y88nlw1y,2022-07-12T23:47:45Z,495.0,495.0,5j5gwr68,Speedrun,United States,EMU,Yes
118,zgq230vy,118,https://www.speedrun.com/sm64/run/zgq230vy,2022-09-14T10:00:43Z,495.0,495.0,8g547vyj,RealPrimeSub,United States,EMU,Yes
119,meeqdj9m,118,https://www.speedrun.com/sm64/run/meeqdj9m,2023-04-15T16:13:03Z,495.0,495.0,v8l04qv8,Smurfy,Canada,N64,Yes
120,y863xpnm,118,https://www.speedrun.com/sm64/run/y863xpnm,2023-04-26T16:12:34Z,495.0,495.0,86n94m0x,Joanbros,France,EMU,Yes
121,mrlvjg2m,118,https://www.speedrun.com/sm64/run/mrlvjg2m,2023-07-19T21:31:34Z,495.0,495.0,8v55qvej,Lucinovic,Netherlands,N64,Yes
122,z0e5w04m,123,https://www.speedrun.com/sm64/run/z0e5w04m,2017-06-20T05:33:28Z,496.0,496.0,e8e6edj0,GothicLogic,United Kingdom,N64,Yes
123,6yje93md,124,https://www.speedrun.com/sm64/run/6yje93md,,497.0,497.0,,,,N64,Yes
124,z0ov6eoz,124,https://www.speedrun.com/sm64/run/z0ov6eoz,2022-03-29T03:44:32Z,497.0,497.0,98rl4w38,HorrorDoesSpeedRuns,United States,N64,Yes
125,yvr8216z,126,https://www.speedrun.com/sm64/run/yvr8216z,2022-06-08T04:56:36Z,498.0,498.0,qxkovr28,zach,United States,N64,Yes
126,yvppe38y,126,https://www.speedrun.com/sm64/run/yvppe38y,2023-07-14T06:08:26Z,498.0,498.0,8v5nwrnj,Michaelguy,United States,EMU,Yes
127,y9vj7nrm,128,https://www.speedrun.com/sm64/run/y9vj7nrm,2022-06-22T02:28:38Z,499.0,499.0,98rv2rdj,Perna64,United States,N64,Yes
128,7ylpxkmp,129,https://www.speedrun.com/sm64/run/7ylpxkmp,,500.0,500.0,,,,N64,No
129,zpw2n3gy,129,https://www.speedrun.com/sm64/run/zpw2n3gy,2023-06-19T16:58:18Z,500.0,500.0,18q5www8,BigfootTouchedMe,Australia,EMU,Yes
130,ydd4o60y,131,https://www.speedrun.com/sm64/run/ydd4o60y,2022-07-08T15:02:30Z,501.0,501.0,xz9z40r8,zMatt_,Italy,N64,No
131,yvp92oey,132,https://www.speedrun.com/sm64/run/yvp92oey,2023-05-28T09:51:22Z,502.0,502.0,pj0rd9mj,reGemini,Australia,EMU,Yes
132,yvpon8xy,132,https://www.speedrun.com/sm64/run/yvpon8xy,2023-06-18T01:36:17Z,502.0,502.0,pj0mn69x,B1GEY3DPYTH0N,,N64,Yes
133,pzgjovz2,134,https://www.speedrun.com/sm64/run/pzgjovz2,,503.0,503.0,,,,N64,Yes
134,zpwk38xy,134,https://www.speedrun.com/sm64/run/zpwk38xy,2023-07-30T16:57:57Z,503.0,503.0,x7wzv1v8,ADRki11er,Brazil,EMU,Yes
135,zgqn38ey,136,https://www.speedrun.com/sm64/run/zgqn38ey,2022-08-01T04:20:58Z,504.0,504.0,v810d5rx,SubmarineCpt,United States,EMU,Yes
136,9meng9m7,137,https://www.speedrun.com/sm64/run/9meng9m7,,505.0,505.0,,,,N64,No
137,z05k0jom,138,https://www.speedrun.com/sm64/run/z05k0jom,2020-08-09T05:03:05Z,507.0,507.0,o86q79qx,YobunTeme,Japan,N64,Yes
138,mk0704xz,139,https://www.speedrun.com/sm64/run/mk0704xz,2023-06-05T04:49:53Z,508.0,508.0,x72zygq8,Avasion,United States,EMU,Yes
139,melelq2z,140,https://www.speedrun.com/sm64/run/melelq2z,2023-07-08T02:02:07Z,509.0,509.0,8gee0n2j,Doginator,United States,N64,Yes
140,y8929kwm,141,https://www.speedrun.com/sm64/run/y8929kwm,2018-07-23T19:52:44Z,511.0,511.0,pj0l653j,FailmanFlo,Germany,VC,Yes
141,yvq5p7xm,142,https://www.speedrun.com/sm64/run/yvq5p7xm,2022-03-07T21:17:19Z,512.0,512.0,18vdp928,FrostySeason,Sweden,N64,Yes
142,y62okl6z,143,https://www.speedrun.com/sm64/run/y62okl6z,2023-07-09T23:09:38Z,513.0,513.0,joo4ykej,Battaflai,Germany,EMU,Yes
143,znp350vm,144,https://www.speedrun.com/sm64/run/znp350vm,2022-05-06T18:53:50Z,514.0,514.0,18v7n5n8,Nyx64,,EMU,Yes
144,zqv68e9m,145,https://www.speedrun.com/sm64/run/zqv68e9m,2021-07-31T18:22:24Z,515.0,515.0,7j43q6w8,JayBeanz,United States,N64,Yes
145,mk4w3dvy,146,https://www.speedrun.com/sm64/run/mk4w3dvy,2018-02-20T21:46:22Z,516.0,516.0,kjp9p28q,Sigotu,Poland,EMU,Yes
146,y65kdn1z,146,https://www.speedrun.com/sm64/run/y65kdn1z,2020-08-31T05:20:59Z,516.0,516.0,qxkk329x,SSPssp,South Korea,EMU,Yes
147,z52eo05z,148,https://www.speedrun.com/sm64/run/z52eo05z,2022-06-07T02:13:44Z,517.0,517.0,8qz5qoq8,BizzareScape,Mexico,N64,Yes
148,nz1lov9m,149,https://www.speedrun.com/sm64/run/nz1lov9m,2016-06-07T09:37:48Z,518.0,518.0,18vkpkyj,KobrahCJ,United States,N64,Yes
149,zqj8nv9m,150,https://www.speedrun.com/sm64/run/zqj8nv9m,2023-07-23T19:19:13Z,519.0,519.0,jn9qe22x,Famin,United States,EMU,Yes
150,z1lw4g9m,151,https://www.speedrun.com/sm64/run/z1lw4g9m,2023-09-04T19:01:26Z,520.0,520.0,8r3064w8,JTown2909,United States,N64,Yes
151,zx3l97ez,152,https://www.speedrun.com/sm64/run/zx3l97ez,2023-06-19T17:33:29Z,521.0,521.0,863k2ww8,MeepJeep,Germany,N64,Yes
152,dy4wv2qm,153,https://www.speedrun.com/sm64/run/dy4wv2qm,2015-06-17T07:18:19Z,523.0,523.0,68wwn48g,Mitagi,Japan,N64,Yes
153,y9v662nm,154,https://www.speedrun.com/sm64/run/y9v662nm,2022-06-09T14:34:31Z,530.0,530.0,8l02n628,mojopug,Spain,EMU,Yes
154,y2pggk9z,154,https://www.speedrun.com/sm64/run/y2pggk9z,2022-06-15T03:53:48Z,530.0,530.0,xk4rk32j,Tankfird,United States,EMU,Yes
155,y9xdrwky,156,https://www.speedrun.com/sm64/run/y9xdrwky,2022-10-10T22:29:00Z,531.0,531.0,xyrwkqwj,Yudalol,Canada,N64,Yes
156,zpw1r9gy,156,https://www.speedrun.com/sm64/run/zpw1r9gy,2023-06-09T06:45:23Z,531.0,531.0,8r7412qj,Rynnoo,United States,N64,Yes
157,9yoqx7zx,158,https://www.speedrun.com/sm64/run/9yoqx7zx,,536.0,536.0,dx35r2jl,exe,Germany,N64,Yes
158,z0jrqe9y,158,https://www.speedrun.com/sm64/run/z0jrqe9y,2023-06-11T22:45:13Z,536.0,536.0,81q1oq5j,Ian_1243,Peru,N64,Yes
159,y9lk11ey,160,https://www.speedrun.com/sm64/run/y9lk11ey,2022-02-07T04:03:26Z,537.0,537.0,8qzwgr78,toilet64_,United States,N64,Yes
160,y4e3v6km,161,https://www.speedrun.com/sm64/run/y4e3v6km,2020-09-25T07:00:23Z,539.0,539.0,qjn6qqqx,bann_jpn,Japan,N64,Yes
161,m3r43jqm,162,https://www.speedrun.com/sm64/run/m3r43jqm,2021-07-11T20:15:14Z,540.0,540.0,jo3o7dej,456Productions,United States,EMU,Yes
162,yjddnp7y,162,https://www.speedrun.com/sm64/run/yjddnp7y,2022-09-14T00:28:43Z,540.0,540.0,pj0eny48,scoagogo,Northern Ireland,EMU,Yes
163,yo34jl0y,164,https://www.speedrun.com/sm64/run/yo34jl0y,2020-09-12T19:50:45Z,542.0,542.0,dx394zkx,max25,England,N64,Yes
164,8y8vg1wz,165,https://www.speedrun.com/sm64/run/8y8vg1wz,2015-09-09T12:14:31Z,543.0,543.0,zx7q2pv8,Beck,United States,N64,Yes
165,yvq5ro8m,166,https://www.speedrun.com/sm64/run/yvq5ro8m,2022-03-07T00:53:13Z,546.0,546.0,863719q8,BananilsonFarofa,Brazil,EMU,Yes
166,yj1x767y,167,https://www.speedrun.com/sm64/run/yj1x767y,2021-02-15T15:18:40Z,549.0,549.0,98rrd381,srb,Germany,N64,Yes
167,yw3p38nm,167,https://www.speedrun.com/sm64/run/yw3p38nm,2022-04-16T21:44:31Z,549.0,549.0,kj90merj,FinL,,N64,Yes
168,z52g2x5z,167,https://www.speedrun.com/sm64/run/z52g2x5z,2022-06-27T22:19:31Z,549.0,549.0,18qk2m78,DentoriousRed,United States,N64,Yes
169,y2pke6jz,170,https://www.speedrun.com/sm64/run/y2pke6jz,2022-06-19T21:43:53Z,550.0,550.0,8vkqwknj,GroundPoundGary,United States,EMU,Yes
170,wzpkx8yq,171,https://www.speedrun.com/sm64/run/wzpkx8yq,,551.0,551.0,,,,N64,Yes
171,pydvlwyn,172,https://www.speedrun.com/sm64/run/pydvlwyn,,553.0,553.0,,,,N64,No
172,zqjok78m,173,https://www.speedrun.com/sm64/run/zqjok78m,2023-08-19T20:57:46Z,555.0,555.0,8d3mywlx,ross3102,United States,EMU,Yes
173,yvgnkroy,174,https://www.speedrun.com/sm64/run/yvgnkroy,2018-02-17T11:33:42Z,558.0,558.0,,,,N64,No
174,yvrv04ez,175,https://www.speedrun.com/sm64/run/yvrv04ez,2022-06-19T19:14:55Z,559.0,559.0,xkmp5p7j,Puxel64,Germany,EMU,Yes
175,zq78k3rm,175,https://www.speedrun.com/sm64/run/zq78k3rm,2022-06-21T22:44:04Z,559.0,559.0,8g5772rj,Semaa,Bosnia and Herzegovina,EMU,Yes
176,z1gj6j9z,175,https://www.speedrun.com/sm64/run/z1gj6j9z,2022-08-11T04:00:14Z,559.0,559.0,xko6o278,Seceon,Chile,N64,Yes
177,y80d3jdm,178,https://www.speedrun.com/sm64/run/y80d3jdm,2023-01-11T15:46:55Z,563.0,563.0,zx7dz1vx,AlejoWasHere,Spain,EMU,Yes
178,z0jrk44y,178,https://www.speedrun.com/sm64/run/z0jrk44y,2023-06-12T20:10:08Z,563.0,563.0,xz06gme8,RxCursed,Colombia,EMU,Yes
179,me97n82z,180,https://www.speedrun.com/sm64/run/me97n82z,2021-02-07T20:33:13Z,564.0,564.0,86v01k5j,camgibb,United States,EMU,Yes
180,mrlr9j7m,181,https://www.speedrun.com/sm64/run/mrlr9j7m,2023-07-01T06:09:26Z,565.0,565.0,j2w1w5lj,RONC3NA,United States,N64,Yes
181,me3ok5qz,182,https://www.speedrun.com/sm64/run/me3ok5qz,2022-04-26T13:23:20Z,566.0,566.0,qxkvqp2j,PKT_Distinct,France,N64,Yes
